,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District
2766,476,45,1,1,0,1,No,No,No,No,Santana
9141,250,32,1,2,1,1,No,No,Yes,No,Brás
387,360,50,2,2,1,1,No,No,No,No,Ponte Rasa
9361,598,95,3,2,1,2,No,No,No,No,Mandaqui
3547,450,38,1,1,0,1,No,No,Yes,No,Ipiranga
1337,400,65,2,2,1,1,Yes,No,No,No,Sacomã
4850,1585,210,3,4,3,4,Yes,No,Yes,No,Vila Leopoldina
10178,1750,130,3,4,3,3,Yes,No,Yes,No,Pinheiros
4547,1519,174,3,3,2,3,No,No,Yes,No,Lapa
9186,500,65,2,2,1,1,Yes,Yes,Yes,No,Liberdade
4795,316,50,2,1,0,1,No,No,No,No,Pirituba
3205,1250,117,3,2,1,2,No,No,Yes,No,Tatuapé
10239,900,78,2,2,1,2,Yes,Yes,Yes,No,Vila Leopoldina
1608,1300,120,3,3,1,2,Yes,No,Yes,No,Alto de Pinheiros
830,540,70,2,2,1,1,No,No,No,No,Campo Grande
5290,871,65,2,2,1,2,Yes,Yes,Yes,No,Vila Olimpia
10697,2200,190,3,2,1,3,No,No,Yes,No,Morumbi
3418,3200,237,3,4,3,3,No,No,Yes,No,Campo Belo
1734,480,50,2,2,1,1,No,No,No,No,Cachoeirinha
9405,900,296,4,5,3,4,Yes,No,Yes,No,Santana
9401,455,70,2,2,1,1,Yes,No,No,No,Santana
11189,1090,40,1,1,0,1,No,No,Yes,No,Brooklin
11131,1000,97,3,2,1,2,No,Yes,No,No,Mooca
1006,658,53,2,2,1,2,Yes,No,Yes,No,Cursino
9169,693,39,1,2,1,1,No,Yes,No,No,Consolação
400,400,56,2,2,1,1,No,No,No,No,Sapopemba
9998,483,37,1,2,1,1,No,Yes,No,No,Saúde
1253,1800,160,3,2,1,4,Yes,No,Yes,No,Morumbi
21,720,68,3,2,1,1,No,No,Yes,No,Belém
1305,550,65,2,2,1,1,No,No,Yes,No,Sacomã
10290,1825,170,3,1,0,1,No,No,No,No,Bom Retiro
237,1120,44,1,2,1,1,Yes,Yes,No,No,Iguatemi
3107,150,48,2,1,0,1,No,No,No,No,José Bonifácio
3665,700,42,1,1,0,1,No,No,No,No,Jabaquara
671,800,68,3,2,1,2,No,No,Yes,No,Vila Matilde
10906,776,84,2,1,0,1,No,No,No,No,Lapa
9933,1600,140,3,4,1,2,No,No,No,No,Jardim Paulista
845,497,64,2,2,1,1,No,No,No,No,Campo Grande
4790,600,61,3,2,1,1,Yes,No,Yes,No,Pirituba
10460,0,74,2,2,1,1,No,No,Yes,No,Tatuapé
1353,3500,370,4,6,4,5,Yes,No,Yes,No,Santo Amaro
9125,693,156,3,2,1,1,No,No,No,No,Bom Retiro
10870,2250,153,3,3,1,3,No,No,No,No,Butantã
3451,606,62,2,1,0,1,No,No,No,No,Campo Grande
869,480,59,2,2,1,1,Yes,Yes,No,No,Campo Limpo
3686,424,55,2,1,0,1,No,No,No,No,Jabaquara
604,795,54,2,2,1,2,No,No,No,No,Vila Formosa
5174,2626,172,2,4,2,2,No,No,No,No,Vila Madalena
5242,460,60,2,2,1,1,No,No,No,No,Mooca
4723,1600,165,3,4,3,2,No,No,No,No,Pinheiros
3868,1522,129,3,2,1,2,No,No,Yes,No,Morumbi
902,0,47,2,2,1,1,No,No,No,No,Capão Redondo
2904,900,113,3,2,1,1,No,No,No,No,Água Rasa
1747,520,50,2,2,1,1,Yes,No,No,No,Cachoeirinha
3310,420,50,2,1,0,1,No,No,Yes,No,Vila Prudente
2051,850,122,3,2,1,2,No,No,Yes,No,Rio Pequeno
4047,835,80,2,1,0,2,No,No,Yes,No,Saúde
3928,300,60,2,1,0,1,No,No,No,No,Pedreira
2757,1300,147,3,2,1,1,No,No,No,No,Santana
11178,2000,160,4,2,1,3,No,No,No,No,Mooca
4417,450,55,2,1,0,1,No,No,No,No,Freguesia do Ó
696,330,45,2,2,1,1,Yes,No,Yes,No,Vila Prudente
1179,3800,210,4,4,2,3,Yes,Yes,Yes,No,Jardim Paulista
4720,4739,354,4,5,4,4,No,No,Yes,No,Pinheiros
10864,940,88,3,2,1,2,No,No,Yes,No,Butantã
2173,402,49,2,1,0,1,No,No,No,No,Barra Funda
5351,450,63,2,2,1,1,Yes,Yes,No,No,Mooca
9472,700,80,2,2,1,1,Yes,No,No,No,Vila Guilherme
1090,780,44,1,2,1,1,No,No,Yes,No,Itaim Bibi
848,0,163,4,5,3,3,Yes,No,Yes,No,Campo Grande
1769,780,90,3,2,1,1,Yes,No,Yes,No,Freguesia do Ó
3808,2280,235,4,5,4,4,No,Yes,Yes,No,Moema
4876,570,50,2,1,0,2,No,No,Yes,No,Vila Leopoldina
3745,1722,164,3,3,2,1,No,No,No,No,Jardim Paulista
605,370,70,3,2,1,1,No,No,Yes,No,Vila Formosa
174,150,46,2,2,1,1,No,No,No,No,Cidade Tiradentes
9194,441,50,1,2,1,1,Yes,No,No,No,Liberdade
2269,2200,200,4,2,1,2,No,No,No,No,Bom Retiro
2463,762,100,3,1,0,1,No,No,No,No,Liberdade
100,733,70,2,2,1,1,Yes,Yes,No,No,Carrão
1243,1100,40,1,2,1,1,Yes,Yes,Yes,No,Moema
741,820,76,2,2,1,1,No,No,Yes,No,Cambuci
334,280,60,3,2,1,1,No,No,No,No,José Bonifácio
2908,900,78,3,2,1,2,No,No,Yes,No,Água Rasa
9697,750,58,2,2,1,1,Yes,No,Yes,No,Penha
2881,700,65,2,1,0,2,No,No,No,No,Medeiros
3292,300,50,2,1,0,1,No,No,No,No,Vila Prudente
3463,540,60,3,1,0,1,No,No,No,No,Campo Grande
4690,0,30,1,1,0,0,No,Yes,Yes,No,Pinheiros
2987,760,60,3,1,0,1,No,No,No,No,Belém
9325,50,45,2,2,1,1,No,No,No,No,Jaçanã
10206,350,52,2,2,1,1,No,No,No,No,Pirituba
11009,800,90,2,2,0,1,No,No,No,No,Vila Leopoldina
9543,540,76,3,2,1,2,No,No,Yes,No,Água Rasa
9430,550,60,2,2,1,2,No,No,Yes,No,Tucuruvi
9534,1600,145,4,5,2,2,Yes,No,Yes,No,Medeiros
4702,560,55,2,1,0,1,No,No,No,No,Pinheiros
4423,600,60,2,2,1,1,No,Yes,Yes,No,Freguesia do Ó
9925,540,70,3,2,1,1,Yes,No,Yes,No,Jardim Ângela
4043,1300,85,3,2,1,1,No,No,No,No,Saúde
10837,867,92,3,2,1,2,No,Yes,Yes,No,Alto de Pinheiros
4736,2250,243,4,3,2,2,No,No,No,No,Pinheiros
10144,150,70,2,2,1,1,Yes,No,No,No,Lapa
10034,650,45,1,2,1,1,Yes,No,Yes,No,Vila Mariana
1468,660,38,1,2,1,1,No,No,Yes,No,Vila Andrade
1838,170,85,2,2,1,1,No,No,No,No,Jaraguá
3123,450,80,2,1,0,1,No,No,No,No,Penha
3674,270,44,1,1,0,1,No,No,No,No,Jabaquara
460,550,60,2,2,1,1,No,No,No,No,São Lucas
5386,580,70,3,3,2,2,No,No,Yes,No,Mooca
9390,1500,32,1,2,1,1,Yes,Yes,Yes,No,Santana
1562,853,72,3,2,1,2,Yes,Yes,Yes,No,Vila Sônia
1975,880,56,1,2,1,1,Yes,No,Yes,No,Pinheiros
3290,840,92,3,2,1,2,No,No,No,No,Vila Prudente
4515,500,65,2,2,1,2,No,No,No,No,Lapa
738,574,79,2,2,1,2,Yes,No,Yes,No,Cambuci
9871,428,46,2,2,1,1,No,No,No,No,Cidade Ademar
9381,2150,200,4,5,4,4,No,No,Yes,No,Santana
1438,310,83,3,2,1,1,Yes,No,No,No,Socorro
497,200,55,2,2,1,1,Yes,No,No,No,São Miguel
2750,477,44,1,1,0,1,No,Yes,Yes,No,Santana
3945,369,74,3,2,1,1,No,No,No,No,Sacomã
375,50,50,2,2,1,1,No,No,No,No,Penha
5315,937,84,3,1,0,1,No,No,Yes,No,Mooca
1209,530,52,2,2,1,1,Yes,Yes,Yes,No,Jardim Paulista
5281,1165,111,2,4,2,2,Yes,No,Yes,No,Vila Olimpia
404,560,57,2,2,1,1,No,Yes,Yes,No,Sapopemba
3778,2700,111,2,2,1,1,No,No,No,No,Jardim Paulista
2467,270,40,1,1,0,0,No,No,No,No,Liberdade
9417,483,52,2,2,1,1,Yes,No,No,No,Tremembé
93,678,75,3,2,1,2,No,No,Yes,No,Carrão
3513,0,51,1,1,0,0,No,No,No,No,Ipiranga
3204,2000,131,3,2,1,2,Yes,Yes,Yes,No,Tatuapé
9761,3700,250,4,2,4,4,Yes,No,Yes,No,Tatuapé
2221,2415,200,3,2,1,1,No,No,Yes,No,Bela Vista
1849,30,30,1,2,1,1,No,No,No,No,Jaraguá
827,400,51,2,2,1,1,No,No,Yes,No,Campo Grande
4524,760,86,3,2,1,2,No,No,Yes,No,Lapa
9881,400,75,2,2,1,1,Yes,No,No,No,Ipiranga
10494,550,79,2,2,1,2,No,No,Yes,No,Cambuci
3187,570,72,2,2,1,2,Yes,Yes,Yes,No,Tatuapé
10867,490,57,2,1,0,1,No,No,Yes,No,Butantã
4378,400,52,2,1,0,1,No,No,Yes,No,Cachoeirinha
343,300,50,2,2,1,1,No,No,Yes,No,Parque do Carmo
2683,500,80,2,1,0,1,No,No,No,No,Mandaqui
2786,380,46,2,1,0,1,No,No,No,No,Tucuruvi
2547,561,105,3,2,1,0,No,No,No,No,Santa Cecília
3146,650,68,3,1,0,1,No,No,No,No,Penha
9105,857,156,3,2,1,1,Yes,No,No,No,Bela Vista
9566,0,89,2,2,1,1,No,No,No,No,Água Rasa
691,0,79,2,2,1,1,No,Yes,No,No,Vila Prudente
0,220,47,2,2,1,1,No,No,No,No,Artur Alvim
1582,1350,125,3,2,1,2,No,Yes,Yes,No,Alto de Pinheiros
1707,300,52,2,2,1,1,Yes,Yes,No,No,Butantã
9408,482,55,2,2,1,1,Yes,No,No,No,Tremembé
2021,500,64,3,2,1,1,No,Yes,Yes,No,Pirituba
3221,1100,176,4,3,2,3,No,No,Yes,No,Tatuapé
3591,1734,123,2,3,2,3,No,No,Yes,No,Itaim Bibi
2003,160,50,2,2,1,1,No,No,No,No,Pirituba
9985,500,50,2,2,1,1,No,No,No,No,Sacomã
1131,70,30,1,2,1,1,No,No,No,No,Jabaquara
10805,1587,248,4,3,2,4,No,Yes,Yes,No,Vila Mariana
3717,3500,205,3,4,3,4,No,No,No,No,Jardim Paulista
2304,0,32,1,2,1,1,No,No,No,No,Brás
9239,300,37,1,2,1,1,Yes,Yes,Yes,No,República
10713,700,49,1,2,1,1,No,No,No,No,Morumbi
2375,550,36,1,2,1,1,Yes,Yes,Yes,No,Consolação
10142,470,70,2,2,1,2,Yes,No,Yes,No,Lapa
3395,0,123,3,2,1,2,Yes,No,Yes,No,Campo Belo
2261,250,70,2,1,0,0,No,No,No,No,Bom Retiro
1731,700,82,3,2,1,2,No,No,No,No,Cachoeirinha
1159,0,50,2,2,1,1,No,No,Yes,No,Jardim Ângela
4342,760,68,3,2,1,2,Yes,No,No,No,Butantã
2120,600,66,2,2,1,1,Yes,No,Yes,No,Barra Funda
10746,800,70,2,2,1,2,No,Yes,Yes,No,Santo Amaro
2685,605,60,3,2,1,1,No,No,No,No,Mandaqui
1671,480,45,2,2,1,1,No,No,No,No,Brasilândia
5269,1939,150,3,4,1,2,Yes,No,Yes,No,Brooklin
10838,3100,170,3,2,1,3,Yes,No,Yes,No,Alto de Pinheiros
9453,875,90,3,2,1,2,No,No,Yes,No,Tucuruvi
3273,580,44,2,1,0,1,No,No,No,No,Vila Prudente
1971,1500,145,3,5,3,2,Yes,Yes,Yes,No,Pinheiros
4461,430,68,2,1,0,1,No,No,No,No,Jaguaré
2296,480,50,2,1,0,1,No,No,No,No,Brás
736,900,70,2,2,1,1,Yes,No,No,No,Cambuci
4122,2000,185,4,3,2,3,No,Yes,Yes,No,Vila Andrade
9433,0,110,2,2,1,1,Yes,No,Yes,No,Tucuruvi
10484,250,46,2,1,0,1,No,No,No,No,Vila Prudente
4776,380,65,2,1,0,1,No,No,No,No,Pirituba
9242,379,30,1,2,1,1,No,No,No,No,República
4099,2100,138,3,4,3,3,Yes,No,Yes,No,Vila Andrade
10174,962,97,3,3,1,2,Yes,No,Yes,No,Perdizes
837,350,61,2,2,1,1,No,No,Yes,No,Campo Grande
10395,350,63,2,1,0,1,No,No,No,No,Vila Guilherme
292,300,45,2,2,1,1,Yes,Yes,Yes,No,Jardim Helena
698,300,50,2,2,1,1,No,No,No,No,Vila Prudente
5388,2500,220,3,4,3,3,No,Yes,Yes,No,Brooklin
5147,1000,127,3,3,1,1,Yes,No,No,No,Vila Madalena
10409,150,58,2,1,0,1,No,No,No,No,Artur Alvim
3969,436,60,2,1,0,1,No,No,Yes,No,Sacomã
10686,1400,104,3,2,1,2,No,Yes,No,No,Moema
11123,900,78,3,2,1,2,No,No,No,No,Mooca
9659,1044,37,1,2,1,2,No,No,No,No,Iguatemi
1963,1500,120,3,3,1,1,Yes,No,Yes,No,Pinheiros
9241,2000,246,2,3,2,1,Yes,Yes,No,No,República
2274,550,75,2,1,0,0,No,No,No,No,Bom Retiro
3441,0,80,3,2,1,1,No,Yes,Yes,No,Campo Grande
9290,0,35,1,2,1,1,No,No,No,No,Casa Verde
1868,1800,162,4,5,3,3,Yes,No,Yes,No,Lapa
2387,984,100,2,1,0,1,No,No,No,No,Consolação
9435,1138,100,2,2,1,1,No,No,Yes,No,Tucuruvi
2671,475,60,2,1,0,1,No,No,No,No,Mandaqui
4699,550,44,1,1,0,1,No,No,Yes,No,Pinheiros
3516,490,60,2,2,1,2,No,No,Yes,No,Ipiranga
9281,398,53,2,2,1,1,Yes,No,No,No,Santa Cecília
2502,1264,154,2,2,1,1,Yes,No,No,No,República
3988,799,94,3,2,1,2,Yes,No,Yes,No,Santo Amaro
3999,670,85,3,2,1,2,No,No,Yes,No,Santo Amaro
63,570,67,2,2,1,1,Yes,No,Yes,No,Cangaíba
9571,650,72,3,2,1,2,No,No,Yes,No,Aricanduva
9875,500,43,1,2,1,1,Yes,Yes,Yes,No,Ipiranga
5330,930,50,1,1,0,1,No,No,No,No,Mooca
1384,815,67,2,2,1,1,No,Yes,Yes,No,Saúde
4333,866,136,3,2,1,3,No,Yes,Yes,No,Butantã
650,0,35,1,2,1,1,No,No,No,No,Vila Matilde
1967,1130,110,3,2,1,2,No,No,No,No,Pinheiros
112,583,72,2,2,1,1,Yes,No,Yes,No,Carrão
3024,640,80,3,1,0,1,Yes,No,Yes,No,Carrão
9340,600,78,2,2,1,2,Yes,No,Yes,No,Jaçanã
804,1541,180,3,5,3,3,Yes,No,Yes,No,Campo Belo
9548,1057,113,3,3,1,2,No,No,Yes,No,Água Rasa
577,550,62,2,2,1,1,No,No,No,No,Vila Curuçá
9826,551,35,1,2,1,1,No,Yes,Yes,No,Campo Belo
126,498,47,2,2,1,1,No,No,No,No,Cidade Líder
3331,1123,160,3,4,3,3,No,No,Yes,No,Cambuci
3793,900,72,2,1,0,1,No,No,Yes,No,Moema
10722,580,69,2,2,1,2,No,No,No,No,Morumbi
1400,917,53,2,2,1,1,Yes,No,Yes,No,Saúde
851,412,65,2,2,1,1,No,No,No,No,Campo Grande
10771,790,71,2,1,0,1,No,No,Yes,No,Saúde
10177,600,80,2,2,1,1,Yes,No,No,No,Pinheiros
3057,1000,125,3,2,1,2,No,No,Yes,No,Carrão
2665,1554,153,4,2,1,2,No,No,No,No,Mandaqui
4103,590,56,2,2,1,1,No,No,Yes,No,Vila Andrade
10542,520,50,2,1,0,0,Yes,No,Yes,No,Campo Grande
5194,600,79,3,1,2,2,Yes,No,Yes,No,Mooca
2995,350,50,2,1,0,1,No,No,No,No,Cangaíba
2679,658,63,3,2,1,1,No,No,No,No,Mandaqui
3893,850,72,3,2,1,2,No,No,Yes,No,Morumbi
10954,2450,174,4,2,1,2,No,No,No,No,Pinheiros
2977,857,113,3,2,1,2,Yes,No,No,No,Belém
1053,340,34,1,2,1,1,Yes,No,Yes,No,Ipiranga
4503,900,94,2,2,1,2,No,No,Yes,No,Lapa
11167,1533,158,2,2,1,2,No,No,No,No,Vila Madalena
2405,571,35,1,1,0,1,No,No,No,No,Consolação
3860,960,140,4,3,2,2,No,No,Yes,No,Moema
153,500,60,1,2,1,2,No,No,Yes,No,Cidade Tiradentes
9558,577,55,2,2,1,1,Yes,No,Yes,No,Água Rasa
2391,1338,156,2,2,1,1,No,Yes,No,No,Consolação
2353,452,65,2,2,1,1,No,No,No,No,Brás
5344,504,90,3,2,1,0,No,No,Yes,No,Mooca
2660,450,90,2,2,1,1,No,No,Yes,No,Jaçanã
10702,500,47,2,1,0,1,No,No,No,No,Morumbi
280,320,56,3,2,1,1,No,No,Yes,No,Jardim Helena
10855,530,56,2,1,0,1,No,No,No,No,Butantã
3821,2569,240,4,3,2,3,No,No,Yes,No,Moema
3128,400,68,2,2,1,1,No,No,Yes,No,Penha
4496,310,47,2,1,0,1,No,No,No,No,Jaraguá
9588,774,62,2,2,1,1,Yes,No,No,No,Aricanduva
9489,340,45,2,2,1,1,No,Yes,Yes,No,Vila Maria
10508,430,45,1,1,0,1,No,No,No,No,Cambuci
1479,830,76,3,2,1,2,Yes,No,Yes,No,Vila Mariana
3811,2569,232,4,1,2,3,No,No,No,No,Moema
9792,0,42,2,2,1,1,No,No,No,No,Vila Jacuí
10001,455,66,2,2,1,1,No,No,No,No,Saúde
504,0,30,2,2,1,1,No,No,No,No,São Miguel
10574,516,64,3,1,0,1,No,No,No,No,Campo Grande
9736,300,44,2,2,1,1,No,No,Yes,No,São Mateus
903,230,46,2,2,1,1,No,No,No,No,Capão Redondo
2040,400,55,3,2,1,1,No,No,No,No,Raposo Tavares
1672,470,51,2,2,1,1,Yes,No,Yes,No,Brasilândia
3751,1200,80,1,2,1,2,No,No,Yes,No,Jardim Paulista
550,200,45,2,2,1,1,No,Yes,No,No,Vila Curuçá
1862,1500,180,3,4,1,2,Yes,No,No,No,Lapa
1805,587,56,2,2,1,1,No,No,Yes,No,Jaguaré
10993,0,50,2,1,0,1,Yes,No,No,No,Rio Pequeno
9122,840,110,3,2,1,1,Yes,No,No,No,Bom Retiro
945,400,50,2,2,1,1,Yes,No,No,No,Cidade Ademar
3642,1985,226,3,3,2,2,Yes,No,Yes,No,Itaim Bibi
4259,1200,74,1,1,0,2,No,No,Yes,No,Alto de Pinheiros
9652,0,60,2,2,1,1,No,No,No,No,Cidade Tiradentes
1690,434,62,3,2,1,1,No,No,Yes,No,Butantã
10376,1292,174,3,4,3,2,No,No,Yes,No,Santana
2107,1017,94,2,3,1,2,No,No,Yes,No,Vila Leopoldina
11000,835,74,2,2,1,2,No,No,Yes,No,Vila Leopoldina
3125,388,55,2,2,1,1,No,No,No,No,Penha
9506,227,45,2,2,1,1,Yes,No,Yes,No,Vila Maria
3398,1800,154,3,4,3,3,No,No,No,No,Campo Belo
449,0,64,3,2,1,1,No,Yes,No,No,São Lucas
2903,1000,122,2,2,1,3,No,No,Yes,No,Água Rasa
941,729,61,2,2,1,2,Yes,No,Yes,No,Cidade Ademar
1020,0,44,1,2,1,1,No,No,No,No,Cursino
1532,407,54,2,2,1,1,Yes,No,Yes,No,Vila Mariana
1847,250,75,2,2,1,1,No,No,No,No,Jaraguá
4011,950,126,2,3,2,2,No,Yes,Yes,No,Santo Amaro
3898,1850,163,3,4,3,3,Yes,Yes,Yes,No,Morumbi
437,450,57,3,2,1,1,No,No,No,No,São Lucas
9306,743,77,3,2,1,1,No,No,No,No,Casa Verde
3445,1200,134,3,5,3,2,No,No,Yes,No,Campo Grande
4882,650,94,3,2,1,1,No,No,No,No,Vila Leopoldina
5213,370,63,2,2,1,1,No,No,Yes,No,Mooca
739,800,89,2,2,1,1,Yes,No,No,No,Cambuci
2867,240,43,1,1,0,0,No,No,No,No,Vila Maria
3291,475,60,2,2,1,1,No,No,No,No,Vila Prudente
5346,1900,115,3,2,1,2,No,No,No,No,Mooca
9836,1000,35,1,2,1,1,Yes,Yes,Yes,No,Campo Belo
586,450,66,3,2,1,1,Yes,No,No,No,Vila Formosa
9298,400,60,1,2,1,1,No,No,No,No,Casa Verde
2989,306,43,2,1,0,1,Yes,No,No,No,Belém
4444,650,82,3,3,2,2,No,No,Yes,No,Jaguaré
10463,550,52,1,1,0,1,No,Yes,Yes,No,Tatuapé
1028,450,63,3,2,1,1,No,No,No,No,Cursino
9155,641,70,3,2,1,1,No,No,No,No,Brás
10503,405,47,1,1,0,1,No,Yes,Yes,No,Cambuci
3279,900,90,3,2,1,2,No,No,Yes,No,Vila Prudente
3208,4800,425,5,6,5,7,No,No,Yes,No,Tatuapé
11005,1800,173,3,4,3,3,No,No,Yes,No,Vila Leopoldina
9533,1469,145,3,5,2,2,No,No,Yes,No,Medeiros
10693,1900,177,4,3,2,3,No,No,No,No,Morumbi
573,493,100,2,2,1,1,No,No,No,No,Vila Curuçá
4040,330,60,2,1,0,1,No,No,No,No,Saúde
647,280,45,2,2,1,1,No,Yes,No,No,Vila Jacuí
595,450,54,2,2,1,1,No,No,No,No,Vila Formosa
9243,470,65,2,2,1,1,Yes,No,No,No,República
9550,677,83,3,2,1,2,Yes,No,Yes,No,Água Rasa
3396,2920,250,4,6,3,2,Yes,Yes,Yes,No,Campo Belo
1308,915,100,3,2,1,1,Yes,No,No,No,Sacomã
4566,620,117,3,2,1,2,No,No,Yes,No,Limão
10932,1675,124,3,2,1,2,No,No,No,No,Perdizes
4896,2291,170,3,3,2,3,No,No,Yes,No,Vila Leopoldina
281,190,45,1,2,1,1,No,No,No,No,Jardim Helena
5272,1800,169,3,5,3,3,No,No,No,No,Brooklin
732,550,79,3,2,1,2,Yes,No,Yes,No,Cambuci
2763,970,70,2,2,0,2,Yes,No,Yes,No,Santana
2999,735,77,3,2,1,2,No,No,Yes,No,Carrão
1908,319,55,2,2,1,1,Yes,No,No,No,Limão
9136,370,54,2,2,1,1,Yes,No,No,No,Brás
9609,0,46,2,2,1,1,No,No,No,No,Artur Alvim
3085,377,53,2,1,0,1,No,No,No,No,Itaquera
1111,800,48,2,2,1,1,No,No,No,No,Jabaquara
10495,310,70,2,1,0,1,No,No,No,No,Cambuci
4680,1225,75,2,1,0,1,Yes,No,No,No,Pinheiros
2195,1700,150,4,2,0,1,No,No,No,No,Bela Vista
160,0,48,2,2,1,1,No,No,No,No,Cidade Tiradentes
9103,1511,118,3,2,1,3,Yes,No,No,No,Bela Vista
2798,480,70,2,2,1,1,No,No,No,No,Tucuruvi
9907,502,68,3,2,1,1,No,No,Yes,No,Jabaquara
3165,555,70,3,2,1,1,No,No,Yes,No,São Lucas
5199,750,84,3,2,1,2,No,No,No,No,Mooca
952,600,56,2,2,1,1,Yes,No,No,No,Cidade Ademar
4232,2000,208,3,4,3,3,No,Yes,No,No,Alto de Pinheiros
1331,502,62,2,2,1,1,Yes,No,No,No,Sacomã
1219,690,67,1,2,1,2,Yes,Yes,Yes,No,Moema
9207,300,47,2,2,1,1,No,No,No,No,Liberdade
10668,1100,97,3,2,1,2,No,Yes,No,No,Moema
606,350,66,3,2,1,1,No,No,No,No,Vila Formosa
164,359,60,2,2,1,1,No,No,No,No,Cidade Tiradentes
10146,671,87,3,2,1,2,No,No,Yes,No,Lapa
1040,1280,278,2,4,2,1,Yes,No,No,No,Ipiranga
3968,483,60,2,1,0,1,No,No,No,No,Sacomã
9970,1546,177,3,5,3,3,No,No,Yes,No,Morumbi
10657,4180,83,2,3,2,2,Yes,Yes,Yes,No,Jardim Paulista
209,1400,132,3,2,1,1,No,No,No,No,Iguatemi
3612,1372,60,1,2,1,2,No,No,No,No,Itaim Bibi
329,0,101,3,2,1,1,No,No,No,No,José Bonifácio
10003,474,48,1,2,1,1,No,No,Yes,No,Saúde
10520,950,62,1,2,1,2,No,No,Yes,No,Campo Belo
2546,495,36,1,1,0,1,No,No,Yes,No,Santa Cecília
3929,287,60,3,2,1,1,No,No,No,No,Pedreira
4297,728,53,2,1,0,1,Yes,No,No,No,Butantã
1429,680,73,3,2,1,1,No,No,No,No,Socorro
10956,1700,120,3,1,0,1,No,No,No,No,Pinheiros
10133,53,70,2,2,1,1,No,No,No,No,Jaguaré
5149,3300,188,2,4,2,2,No,No,No,No,Vila Madalena
433,0,56,2,2,1,1,No,No,Yes,No,São Lucas
9099,1500,200,3,2,1,1,Yes,No,No,No,Bela Vista
10083,4710,364,4,6,4,5,Yes,Yes,Yes,No,Alto de Pinheiros
860,550,60,2,2,1,1,No,No,No,No,Campo Grande
4370,430,60,3,1,0,1,No,No,Yes,No,Cachoeirinha
967,1200,180,4,4,2,2,No,No,No,No,Cidade Dutra
10750,970,100,3,2,1,2,No,No,Yes,No,Santo Amaro
3729,5705,469,4,5,4,4,No,No,Yes,No,Jardim Paulista
3486,320,39,2,1,0,1,No,No,No,No,Capão Redondo
3734,2820,270,3,4,3,2,No,No,No,No,Jardim Paulista
3623,883,70,1,1,0,1,No,No,No,No,Itaim Bibi
11169,1064,65,2,1,0,1,Yes,Yes,No,No,Vila Madalena
3413,2250,216,4,5,2,3,No,No,Yes,No,Campo Belo
10131,708,102,3,4,2,2,Yes,No,Yes,No,Jaguaré
3695,738,78,3,1,0,1,No,No,Yes,No,Jabaquara
9338,550,70,2,2,1,1,No,No,No,No,Jaçanã
2813,400,48,2,1,0,1,No,No,No,No,Tucuruvi
5225,150,70,2,2,1,1,No,No,No,No,Mooca
4652,570,50,1,1,0,1,No,No,No,No,Perdizes
908,500,95,3,2,1,1,No,No,No,No,Capão Redondo
9373,652,62,2,2,1,1,Yes,No,No,No,Mandaqui
10109,515,58,2,2,1,1,No,No,Yes,No,Butantã
2562,1400,126,3,2,1,2,No,No,No,No,Santa Cecília
4605,550,74,3,2,1,1,No,Yes,Yes,No,Limão
10380,595,83,2,2,1,1,No,No,Yes,No,Tucuruvi
4317,465,46,3,2,1,1,No,No,Yes,No,Butantã
9289,2990,196,4,3,1,3,Yes,No,Yes,No,Santa Cecília
146,100,48,2,2,1,1,No,No,No,No,Cidade Tiradentes
3361,575,80,3,2,1,2,No,No,No,No,Cambuci
1777,750,67,2,2,1,1,Yes,No,No,No,Freguesia do Ó
5393,800,50,1,1,0,1,No,Yes,No,No,Brooklin
9814,0,69,2,2,1,1,Yes,No,Yes,No,Vila Prudente
3186,895,68,3,2,0,2,No,No,Yes,No,Tatuapé
508,295,48,2,2,1,1,No,No,No,No,São Rafael
4419,583,75,3,1,0,1,No,No,No,No,Freguesia do Ó
1561,693,56,2,2,1,2,No,No,No,No,Vila Sônia
4272,875,57,2,2,0,1,No,No,No,No,Alto de Pinheiros
2852,550,77,3,1,0,1,No,No,No,No,Vila Guilherme
9900,1260,98,2,2,1,1,No,No,No,No,Itaim Bibi
168,1890,245,4,5,2,4,Yes,No,Yes,No,Cidade Tiradentes
3419,1163,130,3,2,1,1,No,No,Yes,No,Campo Belo
9392,3300,354,3,4,3,4,Yes,No,Yes,No,Santana
11133,150,45,2,2,1,1,No,No,No,No,Mooca
1392,750,48,2,2,1,1,No,No,Yes,No,Saúde
2257,240,75,2,1,0,0,No,No,No,No,Bom Retiro
10169,660,97,3,2,1,1,Yes,No,No,No,Perdizes
2237,454,45,1,1,0,0,No,No,No,No,Bela Vista
136,415,50,2,2,1,1,No,No,No,No,Cidade Líder
9462,850,77,2,2,1,1,No,No,No,No,Vila Guilherme
9270,720,40,1,2,1,1,Yes,Yes,Yes,No,Santa Cecília
9965,0,141,3,5,3,2,Yes,Yes,Yes,No,Morumbi
894,558,75,3,2,1,1,No,No,Yes,No,Campo Limpo
197,370,70,2,2,1,1,Yes,No,Yes,No,Ermelino Matarazzo
10330,390,45,1,1,0,0,No,No,No,No,Liberdade
1483,700,46,1,2,1,1,Yes,No,Yes,No,Vila Mariana
